halId_s,docType_s,title_s,authFullName_s,producedDate_s,domain_s,journalTitle_s,conferenceTitle_s,language_s,inPress_bool,keyword_s,labStructAcronym_s
hal-02012443,ART,Incremental Sharpe and other performance ratios,"Eric Benhamou,Beatrice Guez",2018,"0.stat,1.stat.ot,0.qfin",Journal of Statistical and Econometric Methods,,en,false,"Treynor,Recovery,Sharpe,Incremental Sharpe ratio,Portfolio diversification,MILES,LAMSADE","LAMSADE,LAMSADE"
hal-03135540,COUV,On Averaging the Best Samples in Evolutionary Computation,"Laurent Meunier,Yann Chevaleyre,Jeremy Rapin,Clément Royer,Olivier Teytaud",2020-09-02,"0.stat,1.stat.ml",,,en,false,,"FAIR,LAMSADE,LAMSADE"
hal-03135526,ART,Trust-Region Newton-CG with Strong Second-Order Complexity Guarantees for Nonconvex Optimization,"Frank Curtis,Daniel Robinson,Clément Royer,Stephen Wright",2021-02-08,"0.math,1.math.math-oc",SIAM Journal on Optimization,,en,false,,"ISE,LAMSADE,LAMSADE"
hal-02895832,COMM,Fréchet Mean Computation in Graph Space through Projected Block Gradient Descent,"Nicolas Boria,Benjamin Negrevergne,Florian Yger",2020,"0.info,0.info,1.info.info-ds,0.info,1.info.info-lg",,ESANN 2020,en,false,,"LAMSADE,LAMSADE"
hal-03118649,COMM,Advocating for Multiple Defense Strategies against Adversarial Examples,"Alexandre Araujo,Laurent Meunier,Rafael Pinot,Benjamin Negrevergne",2020-09-14,"0.info,1.info.info-ai",,Workshop on Machine Learning for CyberSecurity (MLCS@ECML-PKDD),en,false,,"LAMSADE,FAIR,LAMSADE"
hal-03118437,ART,Structural and Algorithmic Properties of 2-Community Structures,"Cristina Bazgan,Janka Chlebikova,Thomas Pontoizeau",2018-06,"0.info,0.info,1.info.info-dm",Algorithmica,,en,false,,LAMSADE
hal-03118402,ART,Enumeration of the Nondominated Set of Multiobjective Discrete Optimization Problems,"Satya Tamby,Daniel Vanderpooten",2021,"0.info,1.info.info-ro",INFORMS Journal on Computing,,en,true,,LAMSADE
hal-02517252,ART,Implementing Pareto Optimal and Individually Rational Outcomes by Veto,M. Remzi Sanver,2018-04,"0.shs,0.shs,1.shs.eco",Group Decision and Negotiation,,en,false,,LAMSADE
halshs-02353933,COMM,L'expulsion des habitants du bois Lejuc peut-elle être une erreur ?,Juliette Rouchier,2018-10-16,"0.shs,1.shs.envir,0.shs,1.shs.gestion",,RIODD,fr,false,,LAMSADE
hal-02309504,COMM,Using User Contextual Profile for Recommendation in Collaborations,"Siying Li,Marie-Hélène Abel,Elsa Negre",2019-04,0.info,,Research & Innovation Forum 2019,en,false,En attente,LAMSADE
hal-03117515,COMM,Monte Carlo Vehicle Routing,"Tristan Cazenave,Jean-Yves Lucas,Hyoseok Kim,Thomas Triboulet",2020,0.info,,ATT at ECAI 2020,en,false,,LAMSADE
hal-02443438,COUV,Construction Automatique d'Applications Internet Complexes,"Joyce El Haddad,Maud Manouvrier,Marta Rukoz",2019,0.info,,,fr,false,Internet services-based applications,LAMSADE
hal-02074081,ART,Query-based learning of acyclic conditional preference networks from noisy data,"Fabien Labernia,Florian Yger,Brice Mayag,Jamal Atif",2018,"0.info,1.info.info-ai,0.info,1.info.info-ds",EURO journal on decision processes,,en,false,"Conditional preference network CP-net,Preference learning,Artificial Intelligence","LAMSADE,LAMSADE"
hal-02010093,ART,Training compact deep learning models for video classification using circulant matrices,"Alexandre Araujo,Benjamin Negrevergne,Yann Chevaleyre,Jamal Atif",2018-08-25,"0.info,0.info,1.info.info-lg,0.info,1.info.info-ne",European Conference on Computer Vision,Computer Vision – ECCV 2018 Workshops,en,false,"Video Classification,Computer Vision,Deep Learning,Structured matrices","LAMSADE,LAMSADE"
hal-02006252,COMM,Interpretable Cascade Classifiers with Abstention,"Matthieu Clertant,Nataliya Sokolovska,Yann Chevaleyre,Blaise Hanczar",2019-04-16,"0.info,1.info.info-lg",,22nd International Conference on Artificial Intelligence and Statistics (AISTATS 2019),en,false,,"LAMSADE,LAMSADE,IBISC"
hal-02010071,COMM,Graph-based Clustering under Differential Privacy,"Rafael Pinot,Anne Morvan,Florian Yger,Cedric Gouy-Pailler,Jamal Atif",2018-08-06,"0.info,1.info.info-ai,0.info,1.info.info-lg",,Uncertainty in Artificial Intelligence (UAI 2018),en,false,"Non-convex clustering partition,Minimum Spanning Tree,Differentially private clustering","LAMSADE,LAMSADE,LIST"
hal-02892161,COMM,Randomization matters How to defend against strong adversarial attacks,"Rafael Pinot,Raphael Ettedgui,Geovani Rizk,Yann Chevaleyre,Jamal Atif",2020-07-12,"0.stat,1.stat.ml,0.stat,1.stat.ap,0.stat,1.stat.th,0.math,1.math.math-st",,Thirty-seventh International Conference on Machine Learning,en,false,,"LAMSADE,LAMSADE,LIST"
hal-02010052,COMM,Uplift Modeling from Separate Labels,"Ikko Yamane,Florian Yger,Jamal Atif,Masashi Sugiyama",2018-12-09,"0.info,1.info.info-ai,0.info,1.info.info-lg",,NeurIPS,en,false,,"LAMSADE,LAMSADE"
hal-03118312,COUV,Scalable Saturation of Streaming RDF Triples,"Mohammad Amin Farvardin,Dario Colazzo,Khalid Belhajjame,Carlo Sartiani",2020-09-10,"0.scco,1.scco.comp",,,en,false,,LAMSADE
hal-03107674,ART,Two Problem Formulations for Process Innovation Based on Operations Sophistication,"Pavlos Delias,Daniela Grigori",2021-01,"0.info,1.info.info-se,0.info,0.info,1.info.info-db",International Journal of Decision Support System Technology,,en,false,,LAMSADE
hal-03118322,COMM,Lineage-Preserving Anonymization of the Provenance of Collection-Based Workflows,Khalid Belhajjame,2020,"0.scco,1.scco.comp",,"Proceedings of the 23rd International Conference on Extending Database Technology, EDBT",en,false,,LAMSADE
hal-03070401,ART,Les contributions majeures de Michel Balinski dans le vote et le choix social,Rida Laraki,2019,0.qfin,Revue Economique,,fr,false,,LAMSADE
hal-03107681,COMM,On the elicitation and annotation of business activities based on emails,"Diana Jlailaty,Daniela Grigori,Khalid Belhajjame",2019-06-12,"0.info,1.info.info-se,0.info,0.info,1.info.info-db",,SAC '19: The 34th ACM/SIGAPP Symposium on Applied Computing,en,false,,LAMSADE
hal-03118666,COMM,How to Get a Degree-Anonymous Graph Using Minimum Number of Edge Rotations,"Cristina Bazgan,Pierre Cazals,Janka Chlebíková",2020,"0.info,1.info.info-dm",,"Combinatorial Optimization and Applications - 14th International Conference, COCOA 2020",en,false,,LAMSADE
hal-03118652,COMM,Parameterized Dynamic Variants of Red-Blue Dominating Set,"Faisal Abu-Khzam,Cristina Bazgan,Henning Fernau",2020,"0.info,1.info.info-dm",,"Theory and Practice of Computer Science - 46th International Conference on Current Trends in Theory and Practice of Informatics, SOFSEM 2020",en,false,,LAMSADE
hal-03118317,COUV,On Discovering Data Preparation Modules Using Examples,Khalid Belhajjame,2020-12-09,"0.scco,1.scco.comp",,,en,false,,LAMSADE
hal-03118186,COMM,Generic GA-PPI-Net: Generic Evolutionary Algorithm to Detect Semantic and Topological Biological Communities,"Marwa Ben M’barek,Amel Borgi,Sana Ben Hmida,Marta Rukoz",2020-07-07,0.info,,15th International Conference on Software Technologies,en,false,,LAMSADE
hal-02517215,ART,Which dictatorial domains are superdictatorial? A complete characterization for the Gibbard–Satterthwaite impossibility,"Justin Kruger,M. Remzi Sanver",2018-07,"0.shs,0.shs,1.shs.eco",Mathematical Social Sciences,,en,false,,LAMSADE
hal-02517236,ART,Restricting the domain allows for weaker independence,"Justin Kruger,M. Remzi Sanver",2018-10,"0.shs,0.shs,1.shs.eco",Social Choice and Welfare,,en,false,,LAMSADE
hal-02517283,ART,"Positively responsive collective choice rules and majority rule: A generalization of May’s theorem to many alternatives\,","M. Remzi Sanver,Martin Osborne,Sean Horan",2019,"0.shs,0.shs,1.shs.eco",International Economic Review,,en,false,,LAMSADE
halshs-03026542,COUV,Filières militantes et fixation des prix : une économie qui s'invente dans un circuit court d'importation de café du Chiapas,"Juliette Rouchier,Bouizina Mehdi",2020-10-15,"0.shs,0.shs,1.shs.eco",,,fr,false,,LAMSADE
hal-02374689,ART,Les contributions majeures de Michel Balinski dans le vote et le choix social,Rida Laraki,2019,0.qfin,Revue Economique,,fr,false,,LAMSADE
hal-02093110,ART,Which dictatorial domains are superdictatorial ? A complete characterization for the Gibbard-Satterthwaite impossibility,"Justin Kruger,Remzi Sanver",2018,0.info,Mathematical Social Sciences,,en,false,"Gibbard–Satterthwaite,Social choice functions",LAMSADE
halshs-03023665,COUV,Modéliser l'environnement avec l'économie : deux approches,Juliette Rouchier,2020-09-01,"0.shs,0.shs,1.shs.eco",,,fr,false,,LAMSADE
hal-03211922,COMM,Introducing the Resilient Ring Star Problem,"Julien Khamphousone,Fabian Andres Castano Giraldo,André Rossi,Sonia Toubaline",2021-04-26,"0.info,1.info.info-ro",,22ème Conférence ROADEF de la Société Française de Recherche Opérationnelle et Aide à la Décision,en,false,"Graph,Ring-Star Problem,Resiliency,MILP",LAMSADE
hal-02945153,COMM,Towards the Privacy-Preserving of Online Recommender System in Collaborative Learning Environment,"Qing Tang,Marie-Hélène Abel,Elsa Negre",2020-10-11,"0.info,1.info.eiah",,"IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS",en,false,,LAMSADE
hal-02794004,COMM,"Grundy Coloring & Friends\, Half-Graphs\, Bicliques","Pierre Aboulker,Edouard Bonnet,Eun Jung Kim,Florian Sikora",2020-03-10,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",,37th International Symposium on Theoretical Aspects of Computer Science (STACS 2020),en,false,,LAMSADE
hal-03032377,ART,Designing RNA Secondary Structures Is Hard,"Edouard Bonnet,Paweł Rzążewski,Florian Sikora",2020-03-01,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",Journal of Computational Biology,,en,false,,LAMSADE
hal-02793714,ART,Parameterized Orientable Deletion,"Tesshu Hanaka,Ioannis Katsikarelis,Michael Lampis,Yota Otachi,Florian Sikora",2020-07,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",Algorithmica,,en,false,,LAMSADE
hal-02374745,ART,Majority Judgment vs Approval Voting,"Michel Balinski,Rida Laraki",2019,0.info,Operations Research,,en,true,,LAMSADE
hal-01785075,ART,Learning monotone preferences using a majority rule sorting model,"Olivier Sobrie,Vincent Mousseau,Marc Pirlot",2018,"0.info,1.info.info-ro",International Transactions in Operational Research,,en,true,,"LGI,LAMSADE"
hal-02774602,ART,A Newton-CG algorithm with complexity guarantees for smooth unconstrained optimization,"Clément Royer,Michael O'Neill,Stephen Wright",2020,"0.math,1.math.math-oc",Mathematical Programming,,en,false,,LAMSADE
hal-03084834,COMM,On Sustainable Equilibria,"Srihari Govindan,Rida Laraki,Lucas Pahl",2020-07-14,"0.math,0.qfin,0.info",,EC '20: Proceedings of the 21st ACM Conference on Economics and Computation,en,false,,LAMSADE
hal-03084813,COMM,Deep Reinforcement Learning (DRL) for portfolio allocatio,"Eric Benhamou,David Saltiel,Jean-Jacques Ohana,Jamal Atif,Rida Laraki",2020-09-14,0.info,,The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,en,false,,LAMSADE
hal-02773951,ART,Complexity Analysis of Second-Order Line-Search Algorithms for Smooth Nonconvex Optimization,"Clément Royer,Stephen Wright",2018,"0.math,1.math.math-oc",SIAM Journal on Optimization,,en,false,,LAMSADE
hal-03107744,ART,<i>K</i><sub>3</sub> Edge Cover Problem in a Wide Sense,"Kyohei Chiba,Rémy Belmonte,Hiro Ito,Michael Lampis,Atsuki Nagao,Yota Otachi",2020,0.info,Journal of Information Processing,,en,false,,LAMSADE
hal-02861763,COUV,Dynamic-R: A New “Convincing” Multiple Criteria Method for Rating Problem Statements,"Oussama Raboun,Eric Chojnacki,Alexis Tsoukias",2019-04-14,"0.info,1.info.info-ai,0.info,1.info.info-ro",,,en,false,,LAMSADE
hal-03030068,ART,Mapping walkability. A subjective value theory approach,"Giovanna Fancello,Tanja Congiu,Alexis Tsoukias",2020-12,"0.info,0.info,1.info.info-ro",Socio-Economic Planning Sciences,,en,false,"Decision maps,Preferences,Multi-attribute value theory,Capability approach,Multi-criteria decision analysis,Walkability",LAMSADE
hal-02948575,COMM,Constrained Swap Dynamics over a Social Network in Distributed Resource Reallocation,"Abdallah Saffidine,Anaëlle Wilczynski",2018-09,"0.info,0.info,1.info.info-ai,0.info,1.info.info-cc",,11th International Symposium on Algorithmic Game Theory (SAGT-18),en,false,,LAMSADE
hal-03070420,ART,Majority judgment vs. majority rule,"Michel Balinski,Rida Laraki",2020-03,0.qfin,Social Choice and Welfare,,en,false,,LAMSADE
hal-03070410,ART,Majority Judgment vs. Approval Voting,"Michel Balinski,Rida Laraki",2020-04-28,0.info,Operations Research,,en,false,,LAMSADE
hal-03118172,COMM,Enhancing Playout Policy Adaptation for General Game Playing,"Chiara Sironi,Tristan Cazenave,Mark Winands",2021-01,0.info,,"Monte Carlo Search 2020, IJCAI Workshop",en,false,,LAMSADE
hal-03097638,ART,Optimizing temporary work and overtime in the Time Cost Quality Trade-off Problem,"Jully Jeunet,Mayassa Bou Orm",2020-07,"0.shs,0.info",European Journal of Operational Research,,en,false,,LAMSADE
hal-02458970,COUV,A Note on Candeal and Induráin’s Semiorder Separability Condition,"Denis Bouyssou,Marc Pirlot",2020-01-24,"0.shs,1.shs.eco",,,en,false,,LAMSADE
hal-02458975,COUV,Chain Representations of Nested Families of Biorders,"Denis Bouyssou,Jean-Paul Doignon",2020-01-24,"0.shs,1.shs.eco",,,en,false,,LAMSADE
hal-02877291,COUV,Necessary and Possible Interaction Between Criteria in a General Choquet Integral Model,"Paul Alain Kaldjob Kaldjob,Brice Mayag,Denis Bouyssou",2020-06-05,"0.shs,1.shs.eco",,,en,false,,LAMSADE
hal-02359720,ART,Necessary and possible interaction between criteria in a 2-additive Choquet integral model,"Brice Mayag,Denis Bouyssou",2019-10,"0.shs,1.shs.eco",European Journal of Operational Research,,en,false,,LAMSADE
hal-03107741,ART,Finer Tight Bounds for Coloring on Clique-Width,Michael Lampis,2020-01,0.info,SIAM Journal on Discrete Mathematics,,en,false,,LAMSADE
hal-03107732,ART,Parameterized Complexity of Safe Set,"Rémy Belmonte,Tesshu Hanaka,Ioannis Katsikarelis,Michael Lampis,Hirotaka Ono,Yota Otachi",2020,0.info,Journal of Graph Algorithms and Applications,,en,false,,LAMSADE
hal-03107726,ART,Independent Set Reconfiguration Parameterized by Modular-Width,"Rémy Belmonte,Tesshu Hanaka,Michael Lampis,Hirotaka Ono,Yota Otachi",2020-09,0.info,Algorithmica,,en,false,,LAMSADE
hal-03107735,ART,Maximum independent sets in subcubic graphs: New results,"A. Harutyunyan,M. Lampis,V. Lozin,J. Monnot",2020-12,0.info,Theoretical Computer Science,,en,false,,LAMSADE
hal-02351460,ART,Presence of aggregates of smooth endoplasmic reticulum in MII oocytes affects oocyte competence: molecular-based evidence,"Sara Stigliani,Stefano Moretti,Ida Casciano,Pierandrea Canepa,Valentino Remorgida,Paola Anserini,Paola Scaruffi",2018-06-01,0.sdv,Molecular Human Reproduction,,en,false,,LAMSADE
hal-02351124,COUV,Orders of Criticality in Graph Connection Games,"Marco Dall’aglio,Vito Fragnelli,Stefano Moretti",2019-11-01,"0.info,1.info.info-gt",,,en,false,,LAMSADE
hal-02351338,COUV,On Cooperative Connection Situations Where the Players Are Located at the Edges,Stefano Moretti,2018-10-14,"0.info,1.info.info-gt",,,en,false,,LAMSADE
hal-02351160,COUV,Using Bankruptcy Rules to Allocate CO2 Emission Permits,"Raja Trabelsi,Stefano Moretti,Saoussen Krichen",2019-04-02,"0.info,1.info.info-gt",,,en,false,,LAMSADE
hal-02793773,ART,Weighted Upper Edge Cover: Complexity and Approximability,"Kaveh Khoshkhah,Mehdi Khosravian Ghadikolaei,Jérôme Monnot,Florian Sikora",2020,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",Journal of Graph Algorithms and Applications,,en,false,,LAMSADE
hal-03111585,COUV,Simulation of dependencies between armed response vehicles and CPTED measures in counter-terrorism resource allocation,"Hervé Borrion,Octavian Ciprian Bordeanu,Sonia Toubaline",2019-02-11,"0.info,1.info.info-ro",,,en,false,,LAMSADE
hal-03118828,COUV,Tractable Fragments of Temporal Sequences of Topological Information,Quentin Cohen-Solal,2020-09-02,0.info,,,en,false,,LAMSADE
hal-03118170,COMM,Monte Carlo Graph Coloring,"Tristan Cazenave,Benjamin Negrevergne,Florian Sikora",2020,0.info,,"Monte Carlo Search 2020, IJCAI Workshop",en,false,,LAMSADE
hal-03119132,ART,Two hybrid metaheuristic approaches for the covering salesman problem,"Venkatesh Pandiri,Alok Singh,André Rossi",2020-10,"0.info,1.info.info-ro",Neural Computing and Applications,,en,false,,LAMSADE
hal-03217109,COMM,Arc Routing Based on the Zero-Suppressed Binary Decision Diagram,"Renzo Roel P. Tan,Florian Sikora,Kazushi Ikeda,Kyle Stephen S. See",2020-10-25,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",,Transactions on Engineering Technologies,en,false,,LAMSADE
hal-03216800,ART,"Multi-start iterated local search\, exact and matheuristic approaches for minimum capacitated dominating set problem","Mallikarjun Rao Nakkala,Alok Singh,André Rossi",2021-09,"0.info,1.info.info-ro",Applied Soft Computing,,en,false,,LAMSADE
hal-03250759,ART,Recovering non-monotonicity problems of voting rules,"Umut Keskin,M. Remzi Sanver,H. Berkay Tosunlu",2021-01,0.shs,Social Choice and Welfare,,en,false,,LAMSADE
hal-02188762,ART,On the packing chromatic number of subcubic outerplanar graphs,"Nicolas Gastineau,Přemysl Holub,Olivier Togni",2019-02,"0.info,1.info.info-dm",Discrete Applied Mathematics,,en,false,,"LAMSADE,LIB"
hal-02417608,ART,"Structural parameters\, tight bounds\, and approximation for (k\,r)-center","Ioannis Katsikarelis,Michael Lampis,Vangelis Th. Paschos",2019,0.info,Discrete Applied Mathematics,,en,false,"Domination,Clique-width,Treewidth",LAMSADE
hal-03107420,COMM,On Lipschitz Regularization of Convolutional Layers using Toeplitz Matrix Theory,"Alexandre Araujo,Benjamin Negrevergne,Yann Chevaleyre,Jamal Atif",2021-02-02,"0.info,1.info.info-lg,0.info,1.info.info-ai",,35th AAAI Conference on Artificial Intelligence,en,false,,LAMSADE
hal-03107441,ART,EPTAS and Subexponential Algorithm for Maximum Clique on Disk and Unit Ball Graphs,"Marthe Bonamy,Edouard Bonnet,Nicolas Bousquet,Pierre Charbit,Panos Giannopoulos,Eun Jung Kim,Paweł Rzążewski,Florian Sikora,Stéphan Thomassé",2021-01-06,"0.info,1.info.info-dm,0.info,1.info.info-ds,0.info,1.info.info-cc",Journal of the ACM (JACM),,en,false,,LAMSADE
hal-03118187,COUV,GA-PPI-Net: A Genetic Algorithm for Community Detection in Protein-Protein Interaction Networks,"Marwa Ben M’barek,Amel Borgi,Sana Ben Hmida,Marta Rukoz",2020-07-22,0.info,,,en,false,,"LAMSADE,LIPAH"
hal-03118630,ART,"Domination chain: Characterisation\, classical complexity\, parameterised complexity and approximability","Cristina Bazgan,Ljiljana Brankovic,Katrin Casel,Henning Fernau",2020-06,"0.info,0.info,1.info.info-dm",Discrete Applied Mathematics,,en,false,,LAMSADE
hal-02304484,ART,k-node-disjoint hop-constrained survivable networks: polyhedral analysis and branch and cut,"Ibrahima Diarrassouba,Meriem Mahjoub,A. Ridha Mahjoub,Hande Yaman",2018,0.math,Annals of Telecommunications - annales des télécommunications,,en,false,,"LMAH,LAMSADE"
hal-02436334,ART,A Hybrid Optimization Approach For the Steiner k-Connected Network Design Problem,"Ibrahima Diarrassouba,Mohamed Khalil Labidi,Ali Ridha Mahjoub",2018,0.math,Electronic Notes in Discrete Mathematics,,en,false,,"LMAH,CEREMADE,LAMSADE"
hal-02135493,ART,Sparsification and subexponential approximation,"Édouard Bonnet,Vangelis Th. Paschos",2018,0.info,Acta Informatica,,en,false,Sparsification,LAMSADE
hal-02276366,COMM,Towards a collaboration context ontology,"Siying Li,Marie-Hélène Abel,Elsa Negre",2019-05,0.info,,23rd IEEE International Conference on Computer Supported Cooperative Work in Design (CSCWD 2019),en,false,"Ontology,Collaboration context,Context modeling","Heudiasyc,LAMSADE"
hal-02184928,COMM,Project Games,"Vittorio Bilò,Laurent Gourvès,Jérôme Monnot",2019-05,0.info,,"11th International Conference, CIAC 2019",en,false,"Strategic games,Price of anarchy/stability,Congestion",LAMSADE
halshs-01962281,COMM,The deliberation-concession spectrum in environmental policy,"Arnaud Buchs,Yves Meinard",2018-10-16,"0.shs,1.shs.eco,0.shs,1.shs.envir",,13e Congrès du RIODD (RIODD 2018),en,false,,"LISST,LAMSADE"
hal-02276499,COMM,Aide à la décision basée sur le contexte pour former des groupes d'apprenants pertinents,"Elsa Negre,Marie-Hélène Abel",2019-06,0.info,,XXXVIIème congrès INFormatique des ORganisations et Systèmes d’Information et de Décision (INFORSID 2019),fr,false,"Ensembles approximatifs Dominance-based Rough Set Approach,Collaborative Work Environment,Dominance-based Rough Set Approach,Decision support,Context-aware computing,Multi-Criteria Decision Analysis,Apprentissage en ligne,Environnement collaboratif de travail,E-learning,Contexte,Aide à la décision multicritère","LAMSADE,Heudiasyc"
